cod_ide,Cargo,Y,nEntidades_competencia,nDesem_ult_semana,cero_cuotas,nPorcentaje_cero_cuotas_ope,nPorcentaje_sal_cero_cuo,Amonestacion,nAmonestacion_suspension,nvarsaldocapital,herencia,nporcentaje_Herencia,nOperaciones,nProbMoraNoHeredada,nProbMoraHeredada,nRatio_crec_deuda,Edad,Clasificacion_Asesor_Urb_Rur,Genero,EstadoCivil,Estado_Civil_Sexo,nProductividad,nProductividad_dic,antiguedad,ingresoef,pregunta_1,pregunta_2,pregunta_3,pregunta_4,pregunta_5,pregunta_6,pregunta_7,pregunta_8,pregunta_9,pregunta_10,pregunta_11,pregunta_12,pregunta_13,pregunta_14,pregunta_15,pregunta_16,pregunta_17,pregunta_18,pregunta_19,pregunta_20,pregunta_21,pregunta_22,pregunta_23,pregunta_24,pregunta_25,pregunta_26,pregunta_27,pregunta_28,pregunta_29,pregunta_30
C00000083,ASESOR COMERCIAL SENIOR,1,3,0.30426380579993,no,0.0,0.0,no,si,0.0102606624842088,si,0.0176071985266948,23,malo,bueno,0.863671990175374,34,U,Masculino,Casado,Casado,0.98,bueno,75,NO,0.9831404803324845,0.33090132841771425,0.7612791411419039,0.31430544874986466,0.4794483003369935,0.17181492706107515,0.8256874246298592,0.5471810925334694,0.03075171489013584,0.24946207226935446,0.281243716273638,0.9561288812402516,0.6030706727275664,0.02280591334348292,0.5276592552294599,0.67012763700356,0.9721920994909516,0.4396225868427498,0.6024030452000069,0.8478466374480786,0.08523398242150682,0.7287004782013146,0.605926750423338,0.8170599531030254,0.0862477927981522,0.6997737958656661,0.13608676191096625,0.19126599370976227,0.2615833643659895,0.24085138523959504
C00000084,ASESOR COMERCIAL FUNCIONARIO,1,1,0.339985218033999,si,0.0112087453575304,0.0048723338935477,no,no,-0.00879234461734685,si,0.293451365081498,29,bueno,malo,0.740128196091473,35,R,Masculino,Otros,otros,0.890625,bueno,70,NO,0.6812597829144164,0.42355866520483876,0.7576078040358741,0.036330531762780005,0.4088393342023119,0.008093575518038687,0.5699055274584071,0.3253353203790842,0.20854509962066292,0.17092054932454337,0.9596046367748844,0.7579950633376942,0.04139922824280562,0.5980929115625819,0.9037530785230417,0.8848874441355888,0.2515280868142672,0.5036559475540544,0.39005150000488387,0.34218708939880127,0.07481182005410403,0.58288691004366,0.5152035516004848,0.7298279073335247,0.5113022758068131,0.6221810984884305,0.30901587219920734,0.200108655709203,0.7351887401467612,0.6990176365958621
C00000085,ASESOR COMERCIAL SENIOR,1,4,0.439365438483086,si,0.0274622975237386,0.0222086991575159,no,no,0.0755358022345834,si,0.017862944353472,21,bueno,bueno,1.86002978197784,33,U,Masculino,Soltero,M_Soltero,0.724137931034483,bueno,78,NO,0.2760818751723251,0.3681005470991604,0.1782900525233485,0.1273053298237813,0.05070588761392003,0.2331704928265247,0.9372511206144686,0.9333296043229489,0.7029546275370341,0.5900065383230017,0.20540188197738463,0.9287554480566318,0.18712222995079364,0.5047995181875631,0.00720298389825158,0.270036127339379,0.9380269109477328,0.3608126924366897,0.6028045693464524,0.5483302650874609,0.4799412005175945,0.06986040329638932,0.13118277473639262,0.9946170379697019,0.15751651855828386,0.19712436353219986,0.6354205822790222,0.11140409887781522,0.30180351265567484,0.6807608793610397
C00000086,ASESOR COMERCIAL SENIOR,1,2,0.331963803656385,si,0.0148518491287405,0.0121178320400311,no,no,-0.0174024355749463,si,0.739180430378246,23,bueno,malo,0.0,42,U,Masculino,Casado,Casado,0.827586206896552,bueno,6,NO,0.5910698360004469,0.7994186073889148,0.6912325608376494,0.49608926768033135,0.39480660137745127,0.2240706726194719,0.1804678815094779,0.7198252603686329,0.6935121833229054,0.05769381385823302,0.8722344894552091,0.07635105418161603,0.08078909587950833,0.915192068979708,0.3301057916685588,0.6962339566644324,0.0159111363315656,0.4552231747459776,0.08756194841436238,0.37116101260436263,0.2983845997550536,0.6708464641276095,0.0018804823289119144,0.17350515836860336,0.2113257708310362,3.5052465873874894e-05,0.761196254230449,0.02829236805924451,0.6481115748818165,0.8909366166570547
C00000087,ASESOR COMERCIAL JUNIOR 2,1,2,0.436883758717154,si,0.00483136888785156,0.0026329423775477,no,no,-0.00683119898957715,si,0.393113856154794,24,malo,malo,0.847227431392932,38,U,Masculino,Soltero,M_Soltero,1.0,bueno,72,NO,0.8491122369617088,0.27877723618702355,0.17459207280340694,0.6280258177480021,0.6023835144518676,0.07977256013234024,0.5026173631912768,0.1511799974827165,0.4104337387801762,0.7337513217699773,0.31733964686798233,0.740816907751227,0.44685984872859474,0.7442656679513382,0.9317491337433987,0.051662187181309105,0.5869273572506533,0.7342024910095843,0.4903678707968625,0.23588000884777427,0.3062723248350928,0.6622559670750102,0.49041480668253823,0.2906593057514507,0.028229220761507023,0.661068203919382,0.47078155389057164,0.23202207385444695,0.5800484105890987,0.3790482601406928
C00000088,ASESOR COMERCIAL JUNIOR 2,0,2,0.123285258049485,si,0.00755768732175266,0.0423835505519988,no,si,-0.0367353659745277,si,0.108464754029657,29,bueno,malo,1.01268881498651,30,U,Masculino,Casado,Casado,1.14,bueno,16,NO,0.840633356747282,0.16866948630005063,0.302529504587538,0.17535965631300032,0.7202178739763491,0.06252681187673059,0.4114441403306708,0.32650046729993076,0.2220561019911632,0.8522255964012007,0.49381334618060857,0.39805023664517303,0.4561283803116265,0.8245893238672247,0.7470812062901884,0.2943868790765478,0.24242966859396164,0.47189860369975134,0.15002428047444838,0.2317480995132174,0.07045089092108037,0.1421098832707295,0.10612899733525794,0.7620064414171598,0.7381654359418207,0.18604353596619339,0.08083371506329662,0.812873332729219,0.37181270595608495,0.3621018559573792
C00000089,ASESOR COMERCIAL MASTER,1,0,0.494715447154472,si,0.0,0.0,no,no,0.00694922361085393,si,0.0121554965226507,27,malo,bueno,1.64394541236269,31,U,Masculino,Soltero,M_Soltero,1.08,bueno,72,NO,0.1934966210899599,0.8262251240247589,0.9969245417524214,0.621566913784924,0.9270169567799577,0.7336899062690193,0.17370051716027668,0.8998164002260577,0.7342854030094415,0.4064924834484628,0.06146976098903145,0.9493788115449554,0.5128805561702167,0.2497119703290429,0.3553293618116198,0.9372671728441906,0.5605780111153911,0.037274088491035196,0.2143969719816352,0.6592703705766043,0.14521022186078902,0.27379758603774096,0.5621742654452434,0.6788287333312335,0.6677424918949351,0.19225323482269419,0.1517493991619857,0.7302243707600834,0.017136358740515445,0.8195218005663627
C00000090,ASESOR COMERCIAL JUNIOR 2,1,5,0.27961491679386,si,0.0,0.0,no,no,0.00372871702916325,no,0.0,17,malo,bueno,0.143638107570729,50,U,Femenino,Soltero,F_Soltero,0.74,bueno,19,NO,0.032400682233453604,0.31205087571706813,0.9750533420481016,0.6367269014537007,0.11538667993082796,0.7274862825583889,0.6683769365765309,0.8636896226889454,0.5415648359728676,0.9605435969940348,0.7705143945587886,0.8557606549856569,0.37336744765687857,0.29547681359538824,0.10776038372641839,0.9177889412264576,0.6743213718590731,0.5730154532352953,0.5752374920183078,0.9140287361694455,0.7771512312487691,0.9681093038103722,0.30850979118740973,0.8908521712309053,0.7255879408624133,0.7611726254161072,0.8852666660354381,0.7019621917748465,0.07978418958593969,0.00693315048435883
C00000091,ASESOR COMERCIAL SENIOR,1,5,0.260388601836403,si,0.0040746887966805,0.00212468991850082,no,no,0.0396438323780364,no,0.0,25,malo,bueno,0.74919413795022,48,U,Femenino,Casado,Casado,0.862068965517241,bueno,67,NO,0.894412613366788,0.1653727214280758,0.30435386627260497,0.7029446664463492,0.727012272574452,0.25575686519768426,0.949246949012613,0.4739660716611015,0.4162243475476052,0.7572941171751734,0.07978975022831636,0.8303210960972921,0.37622595861309627,0.16399970973009192,0.7825979870583069,0.21632621211258818,0.8136258067658179,0.5697651404922767,0.6451023294434485,0.1662240535093823,0.4452053920577408,0.8306758701570613,0.9887510123948265,0.9925537818932875,0.8059695248099061,0.7840010847164957,0.17688504849934517,0.012101462570063504,0.9686390255691758,0.17317600702408753
C00000092,ASESOR COMERCIAL SENIOR,1,5,0.258730228850016,si,0.0142496392496392,0.0188548014303401,no,no,0.0338853346224026,si,0.461796016187461,27,bueno,malo,1.00454717136154,41,U,Masculino,Soltero,M_Soltero,1.085,bueno,72,NO,0.7101256937947611,0.2748462649607797,0.46193819760153865,0.0029583719150011456,0.06897805289631698,0.11349638128546191,0.09018693778799403,0.39158854889391626,0.04752771355864516,0.7480076071316905,0.2968684539167553,0.7715096804057353,0.4041622017054357,0.4017182154052542,0.6930718352752081,0.36811447674793096,0.8268990961149756,0.7558030962408996,0.5858424938990887,0.16865349574218436,0.9394939839355501,0.20907755746501855,0.3255293551344558,0.997608010331848,0.2076524963276054,0.6274306559431124,0.5694210860200206,0.5263431305210972,0.20206531394496774,0.11045383372100603
C00000093,ASESOR COMERCIAL MASTER,1,3,0.37523471203221,si,0.00328961606717742,0.00210396336958275,si,si,-0.00737937695852247,si,0.130080153008123,22,malo,malo,0.906007869743727,35,U,Femenino,Soltero,F_Soltero,0.84,bueno,65,NO,0.9208182327851511,0.5612278029857517,0.17633525102306258,0.8280216453742105,0.3489357174068469,0.45583806903768764,0.8944130475495419,0.26371551150954176,0.20554667962553974,0.906074540196266,0.7255437582268492,0.1094397952195908,0.7073385870217592,0.028827371646849786,0.8181746090053456,0.4710560179198201,0.016625535683362003,0.798072805291515,0.6166913610400445,0.7505419537183261,0.4953948924938326,0.4119533811886854,0.1668035688403532,0.07304256168894951,0.7799467560718996,0.8369249835960078,0.9579081067139741,0.6130197235628891,0.0377826444226087,0.830087276544463
C00000094,ASESOR COMERCIAL JUNIOR 2,1,0,0.386775808189956,si,0.00231481481481481,0.00138285398003697,no,no,0.0143217889890069,si,0.00927060819018895,22,malo,bueno,10.8791364990542,32,U,Masculino,Soltero,M_Soltero,1.025,bueno,104,NO,0.7660782832393741,0.6672383869276104,0.09688300069394118,0.5751029420252655,0.7822939198123475,0.7388513540972638,0.48381005038756353,0.9745827245389168,0.43523264341415524,0.8551251161088883,0.059845659261670625,0.6512762407198751,0.8099063352499286,0.8318055040696803,0.07361328813390222,0.262293873693626,0.2425882921751854,0.8515568450355442,0.9229878257304852,0.9016378507074952,0.1626292952071331,0.20983662572095485,0.6419786171481208,0.9445279523332777,0.6920022804078197,0.8457769257636228,0.767239054353304,0.4033571795981594,0.04511643683391742,0.6701536904338177
C00000095,ASESOR COMERCIAL SENIOR,0,3,0.245657246564688,si,0.00522481719960712,0.00177226398556477,no,no,0.00315637432613984,si,0.0817408804192274,20,malo,bueno,0.646992657603399,31,U,Masculino,Soltero,M_Soltero,0.86,bueno,65,NO,0.19011443415273832,0.2724103945416435,0.6754453843817522,0.38644769086579733,0.7609694924929443,0.2586026911245949,0.0912427212063962,0.20650012092896597,0.21410267985618592,0.21791894853725347,0.32183435480823885,0.3124215741359425,0.0248484175122633,0.576585578693581,0.1900960947190492,0.4757847632176191,0.909971884369762,0.7901266998904021,0.7786767581921116,0.8574463555055077,0.521583750956124,0.7987038888311238,0.3678032486537902,0.8700970547819774,0.21593721638745922,0.3725779928546633,0.16939779634711716,0.3745859967363079,0.1374592926520377,0.06933941226169349
C00000096,ASESOR COMERCIAL SENIOR,1,6,0.449498035332413,si,0.0,0.0,no,si,0.00935940291368705,si,0.0264729918381276,25,malo,bueno,0.849240889337614,27,U,Masculino,Soltero,M_Soltero,0.844827586206897,bueno,64,NO,0.5660336552209986,0.7607528221397201,0.45651035265870754,0.6670780410613903,0.2033694585141006,0.9937605389513458,0.0827040547682667,0.5846404617752862,0.0627525475987607,0.32567747825781646,0.6271432406622076,0.42466210542614813,0.6179826408096498,0.6993865865532156,0.1762922836389358,0.9748579857409043,0.4219808381492973,0.1401117358519517,0.06673599947715658,0.02669562693784,0.06006357848751487,0.18180424750173385,0.3792444354354463,0.3482331366075325,0.4492035700181135,0.5101028959520634,0.7858181162468073,0.9058738177248705,0.7475560985195495,0.3527317699146073
C00000097,ASESOR COMERCIAL SENIOR,0,3,0.354225043249433,si,0.00607696262025409,0.0224512005694854,no,no,0.0791314574814679,si,0.00550141385955241,29,bueno,bueno,0.933181893753492,40,R,Masculino,Otros,otros,1.0,bueno,64,NO,0.06644388068545326,0.39075185535764045,0.10231907770454085,0.7802601977384894,0.9025348162267476,0.32778679718802695,0.2123081139638846,0.7374980702903421,0.2029397817757328,0.3201204785481976,0.37355438320378964,0.49692528707390937,0.9205520677032626,0.6897589436808619,0.045335152448100824,0.15473165490057594,0.021089441948213494,0.8764712833978203,0.3815381864458589,0.5030303221229417,0.07431295180836095,0.27630776969875015,0.3428446107655726,0.14673740110286526,0.06135046229736052,0.1077209237631439,0.9536878783070948,0.9332221246461078,0.09672366833211754,0.6835597520821673
C00000098,ASESOR COMERCIAL JUNIOR 2,1,1,0.411201015039843,si,0.0,0.0,no,no,-0.00208243678692752,si,0.170004129194318,22,malo,malo,0.880773307189889,30,R,Masculino,Soltero,M_Soltero,1.02,bueno,63,NO,0.7391992739917462,0.2959798559227883,0.2436232021259095,0.7674757678650868,0.9048338836306226,0.9865949845916685,0.5003736400244261,0.46364419842728366,0.8975363401306069,0.28561171815652875,0.53311255684843,0.7859753257814424,0.19497419629661228,0.8362987024726886,0.153668220803443,0.06577606806147285,0.3911939841819809,0.7134849224122333,0.26553968179713316,0.24245073288475527,0.2937689385094484,0.052185611901678364,0.6681448681350078,0.8610063009476363,0.862334061193218,0.2658301230946224,0.890978259735955,0.5860616886813163,0.636256201929436,0.07431387105182508
C00000099,ASESOR COMERCIAL SENIOR,0,0,0.282261897560428,no,0.0,0.0,no,no,-0.0181215457599777,si,0.0431065847112074,23,malo,bueno,6.27417158445772,41,U,Femenino,Soltero,F_Soltero,1.08,bueno,63,NO,0.3449616449835501,0.3574675381860115,0.1845698646910089,0.5199822903990597,0.5715483973524929,0.3467841123032269,0.8348238865953412,0.7246109798918245,0.3533420321648948,0.08878170254000062,0.84875296103682,0.20585532187333144,0.5828686860680822,0.9543265690463706,0.07095811288759135,0.9523749391986348,0.8876439392230491,0.43296278789222054,0.941506119300696,0.6870981773419529,0.049514730861647704,0.900029027655112,0.8650152653525073,0.37783469800062985,0.09557647128616298,0.20008598373532394,0.755562524127925,0.8102906532846268,0.05031524853257652,0.3969687462633049
C00000100,ASESOR COMERCIAL JUNIOR 2,0,0,0.177197052401747,si,0.00227272727272727,0.0046611922404528,no,no,-0.00363729178499147,si,0.0108236714647458,24,malo,bueno,1.10173014859995,57,U,Masculino,Soltero,M_Soltero,0.98,bueno,67,NO,0.4096171536490689,0.5142710592258307,0.8739271817011203,0.007123535993668884,0.45901525656599895,0.6211343656307936,0.46696238064162654,0.9779038153998687,0.9847580918859369,0.4728441354337418,0.11351773722448422,0.24414205691466528,0.32413657995416056,0.5123040815387558,0.6906067601442104,0.03634379691173384,0.7173690304447274,0.726972092476361,0.09215031377530425,0.626627780447194,0.19794723877844045,0.9083245506707234,0.3828333230308103,0.1712769298353667,0.649986285737191,0.8828040729002649,0.7096450768465489,0.4981555301389101,0.15119661392705475,0.3114710534455494
C00000101,ASESOR COMERCIAL SENIOR,1,2,0.360357775424869,no,0.0,0.0,no,no,0.0192015733268623,si,0.0371482263378605,23,malo,malo,0.942614725375424,28,R,Masculino,Soltero,M_Soltero,0.827586206896552,bueno,62,NO,0.5322992107486355,0.6014179885929017,0.2136027028892955,0.051893662857795175,0.6913527806971393,0.6754279455368699,0.6467259507389819,0.004789271332530598,0.6054938045481839,0.4972060589642586,0.7207175268061865,0.18943110573346855,0.5372714427808285,0.8887134404580448,0.20727299226602847,0.7389367073553704,0.3859226137317078,0.08483323322754077,0.0846004979396735,0.34049821839224914,0.45152748088101236,0.1667572751770927,0.6184249241148528,0.3183036951885364,0.9500103935302936,0.3339556663161569,0.7361106161065764,0.20777803063441047,0.004982823599006481,0.8413821015920689
C00000102,ASESOR COMERCIAL MASTER,0,6,0.339731624785688,si,0.0240595287308805,0.041398626033772,si,si,0.014871787509812,si,0.0376026647821975,30,malo,bueno,0.904260602184225,35,U,Masculino,Casado,Casado,0.9375,bueno,61,NO,0.7450183252573932,0.9572620752678264,0.9787311848952976,0.34108078331095637,0.7212131084527044,0.32410375585014695,0.4696032115766121,0.8153894907716299,0.861590094219365,0.19831587615186252,0.3323047377356375,0.8744481266266859,0.10613982139239397,0.3541774866100553,0.4993048297370206,0.7561348303705648,0.02938848342214795,0.15181929742680766,0.3900861674319194,0.33027120114641806,0.6851759637635115,0.7848319034161886,0.010808922209927019,0.3940645793732195,0.8608232507695907,0.3899896301464705,0.09841423748975286,0.9078748864585665,0.02534562159705389,0.7608216331800911
C00000103,ASESOR COMERCIAL SENIOR,0,1,0.204242551817207,si,0.0,0.0,no,no,0.0057096785662102,si,0.0270553291535763,23,bueno,bueno,0.732097280377728,32,U,Femenino,Soltero,F_Soltero,0.793103448275862,bueno,46,NO,0.15326087095225127,0.2402466264821903,0.2853350977325957,0.34326420823291715,0.11612136503014903,0.7429599471029628,0.3572485704784677,0.6012894958085783,0.5492382652056962,0.05593342591200956,0.19461866605509326,0.1606430958690177,0.2077634886746923,0.280163021617736,0.8143063852076952,0.198536166028091,0.40409549049068294,0.2493241013064289,0.8069850237571423,0.6226252136875827,0.9245912247473669,0.46221691022544287,0.027141783298271105,0.18511956963366738,0.6349615574833982,0.652526821726569,0.7473951497059063,0.9169440289811004,0.02792899845856789,0.05750976804022989
C00000104,ASESOR COMERCIAL SENIOR,1,0,0.34139537525191,si,0.0037175234936429,0.000496945847882024,no,no,0.00563328471700194,si,0.133954552328157,26,malo,bueno,0.919693385012681,31,U,Femenino,Soltero,F_Soltero,0.913793103448276,bueno,95,NO,0.12903582756459464,0.6653583321109084,0.2228825497089354,0.10556789881146034,0.860525822628034,0.3032030699006033,0.7012687687960508,0.5034331445257618,0.9344743306870463,0.9905871512682837,0.7280193457273536,0.6426540722847043,0.5045337371118538,0.5181894741897498,0.7741179981323191,0.018514735396152227,0.6565379016958727,0.41842566720465846,0.3072669406854345,0.5896107989548627,0.7188701105802449,0.4396196314845793,0.8897108793892442,0.09671385214683159,0.19745718741340246,0.38542475642772955,0.9006060099157902,0.8494253353754907,0.3316305700802211,0.4313712208012199
C00000105,ASESOR COMERCIAL SENIOR,1,0,0.250623730498293,no,0.0,0.0,no,no,-0.00449825593454306,si,0.0630659666523329,24,malo,bueno,4.50601043834329,26,U,Femenino,Soltero,F_Soltero,0.827586206896552,bueno,60,NO,0.12389495172406251,0.5944264469317718,0.0012992252204340193,0.6633319013406723,0.7406098448418671,0.0914335221726712,0.7738265587994614,0.07558990899630336,0.9105092121296176,0.9266209245360891,0.2819429074168204,0.5988799609648983,0.07587068165248989,0.6200817966151462,0.038736229979531966,0.22956153456236628,0.08130028512267062,0.5053666217577829,0.4580510927102923,0.3774866421601917,0.1672237595231164,0.5343017895512376,0.28266129371346715,0.3921248059700646,0.30734933357252603,0.4797030679749802,0.7724499743313493,0.5058151281584156,0.5767337462636514,0.613031612299656
C00000106,ASESOR COMERCIAL SENIOR,0,0,0.12226146637786,si,0.00169491525423729,0.00109968895180643,no,no,-0.0152614904860174,si,0.147663335610058,22,bueno,bueno,0.907150366580419,35,R,Masculino,Otros,otros,1.02,bueno,60,NO,0.8832880320054208,0.9197046010670469,0.45614931887267796,0.5615942756059519,0.953216520386918,0.5975669841454461,0.6826313071260084,0.9732512797377101,0.0011963358939601765,0.5973844755674729,0.028361065147337605,0.5371594400212152,0.48701773005091287,0.5950600071844833,0.6019123603513494,0.6213847052469226,0.034074054769963724,0.6608179750729862,0.1479329942076124,0.5781832931388703,0.9972663068946874,0.0864831675718909,0.7295819922302748,0.4327728579855593,0.22734769792667653,0.7242675988864581,0.6893120893866591,0.574896102679584,0.5163343567862283,0.47153692220032484
C00000107,ASESOR COMERCIAL SENIOR,0,2,0.396418431236979,si,0.00410720912188375,0.00296489701899459,no,no,0.012550498898075,si,0.00673704465672606,23,malo,bueno,0.546271792050897,32,R,Femenino,Soltero,F_Soltero,0.962758620689655,bueno,60,NO,0.26935953709914506,0.10267741921158202,0.7465567707430957,0.23452020749450853,0.8026238196076019,0.5276341783046796,0.1776148554117437,0.05497272226312311,0.4570655176167119,0.5570882578374339,0.3660241213140413,0.6603308898451957,0.5437023832738335,0.9863415780678878,0.27125379499761404,0.7568067481097144,0.8194202130593418,0.9867752076304991,0.6178175718661402,0.06117519487033418,0.5442229369296995,0.4455703470286271,0.6026826157956078,0.293253993453231,0.10081183166184748,0.4790213595752665,0.1422808245958388,0.8291776139880025,0.9146798291660592,0.19989253697650256
C00000108,ASESOR COMERCIAL SENIOR,0,2,0.279733326017175,no,0.0,0.0,si,si,0.0129544038724547,si,0.0126742708326346,31,bueno,bueno,0.895145455428187,32,R,Masculino,Soltero,M_Soltero,1.26,bueno,60,NO,0.6493705365201116,0.2611259923613072,0.6359383756257779,0.36894357139118505,0.10797934272527565,0.5913669114784011,0.3212748087584584,0.9833643944482954,0.2698474092947948,0.1761336162237841,0.8189929136841603,0.05187427932672217,0.11325279644753716,0.2845194824424897,0.5959922310756518,0.05929874849788852,0.08280402781382024,0.45043839300541033,0.24038681715521837,0.9093896172611114,0.6097353970558099,0.6992046406417317,0.3764785497242993,0.17557041006180518,0.11760543249285582,0.2731214069879271,0.18410166039817477,0.283490202492661,0.5527188078075134,0.20249661276586683
C00000109,ASESOR COMERCIAL SENIOR,1,2,0.287071892018128,no,0.0,0.0,no,no,0.00484523318931927,si,0.410482568306714,24,bueno,malo,0.847616411520272,36,U,Masculino,Soltero,M_Soltero,0.870689655172414,bueno,59,NO,0.668865346373116,0.6474910942709856,0.8902064942724468,0.6488227293189388,0.4849005818368951,0.5813025432041187,0.7226133544925093,0.2645937263939351,0.30010208867898336,0.9867824112234738,0.4853547806236236,0.2613109559289245,0.6504648232220475,0.6124207610156206,0.4572864388014781,0.407515650248804,0.7921537343691766,0.139503787926607,0.2487662281203472,0.09320711660517755,0.44639107253448596,0.9195859545582131,0.7148310310576808,0.546223986325555,0.1832075427378701,0.25980489725420497,0.4155139652294204,0.9286470841480668,0.6177590626344315,0.09508661974874
C00000110,ASESOR COMERCIAL FUNCIONARIO,1,0,0.254190032638237,no,0.0,0.0,no,no,0.0215838802781297,si,0.0122898282487236,27,malo,bueno,1.01506370651879,29,U,Masculino,Otros,otros,1.04,bueno,60,NO,0.7378418548025196,0.6371995111024389,0.16459530172596148,0.6249293841380932,0.8499616935981309,0.942338813009605,0.8598373073018961,0.028020421082801006,0.3622423359879521,0.8915119651809604,0.043261528025698937,0.7071379119775615,0.9091521477256802,0.8059546442948059,0.9733892478079489,0.755047204568778,0.8483222713733861,0.6830044429549317,0.02542278238469531,0.9951487959191695,0.9466248856718235,0.19870568542969103,0.7266966782186814,0.7435588395142498,0.6094499899788602,0.22828516588900027,0.9382945702521177,0.6845385765393119,0.5106677092859397,0.4772486853665546
C00000111,ASESOR COMERCIAL JUNIOR 2,0,6,0.230681658288243,si,0.0,0.0,no,no,0.0528602463568128,no,0.0,27,malo,bueno,0.909599843594529,52,R,Masculino,Soltero,M_Soltero,1.16,bueno,59,NO,0.9537089647983641,0.39493330292686535,0.7658255403874193,0.9659893320638937,0.5359618554401903,0.9701850597911108,0.20707359461628783,0.2927455118824531,0.020327082210118697,0.1403393491371403,0.7875433269116258,0.8832509800273954,0.7308828603217604,0.13491918451403007,0.9018414792440564,0.4523045601656588,0.3114600161186655,0.09983915074085836,0.8262656363828939,0.9791478708838751,0.7391878356300314,0.7291616552932498,0.2883479662422982,0.17497517836041576,0.7420541078338553,0.9772034447311557,0.31091716816731696,0.666879662347885,0.7514391173588274,0.23296579622923064
C00000112,ASESOR COMERCIAL MASTER,0,6,0.249078015978948,si,0.0102500677690431,0.00304830305444916,no,no,-0.00378474137772502,no,0.0,27,malo,bueno,0.919548070532667,35,R,Masculino,Soltero,M_Soltero,1.34,bueno,59,NO,0.3264354525060068,0.2776326262329061,0.7133715830126875,0.995090267822773,0.10795847841718975,0.4734040813944478,0.7162642783124294,0.13937571788964676,0.17279081581224787,0.7919469166805895,0.26469921542247565,0.7225988757755574,0.537540426576196,0.5523358474903504,0.26328570099182413,0.579653811300724,0.7237632659158855,0.0018204282154452578,0.6935842896722166,0.7223393010011655,0.512784451507204,0.9700635512840291,0.10336317426688435,0.3677837810522171,0.08390788915199676,0.9326247119958087,0.6253243145938314,0.240610897872387,0.3046522612418837,0.5048237567840352
C00000113,ASESOR COMERCIAL JUNIOR 2,0,3,0.207147066106789,si,0.0110751052184394,0.00346476164869143,no,si,-0.0116126012249895,si,0.225426923992364,25,malo,malo,1.67109443824756,28,U,Masculino,Soltero,M_Soltero,1.02,bueno,59,NO,0.6374672790515057,0.6904005625128047,0.5762013508858276,0.8035338847628912,0.3232804334305266,0.3151207761768511,0.4449696263962478,0.6055489815558547,0.6590233902358149,0.3210674062601031,0.9036915249739891,0.9932722753180999,0.38887069846232836,0.3982232251990826,0.09224294603092298,0.6792164741020449,0.9203474591340823,0.880399287189454,0.8790229113830909,0.992388423023975,0.5599428581412027,0.7319180341000092,0.7443575159097153,0.6569741148075997,0.13313922766854147,0.9008351918481746,0.5415007400611848,0.5641162888182154,0.3600376641376406,0.17062726077268342
C00000114,ASESOR COMERCIAL JUNIOR 2,1,3,0.37681721096872,si,0.00336715605691287,0.000314239860654082,no,si,-0.0181199324065314,si,0.288706746017646,25,malo,malo,1.94786962983927,34,U,Masculino,Soltero,M_Soltero,1.035,bueno,22,NO,0.5703204731558283,0.2862568366227213,0.753300691935799,0.17511517391897036,0.9553871675540152,0.5030174065693742,0.385303608887986,0.5556544402810827,0.26561408924854724,0.5392561208532244,0.2211186178262834,0.6872421699629766,0.6253838319680673,0.6415748600584696,0.7924171337996411,0.8099138280560686,0.05540072556999287,0.9685967437254013,0.024070586159566587,0.8162130657270182,0.8455692913953955,0.5004605474726159,0.9087581290961536,0.48682247879824814,0.3105845976333438,0.38169965500181524,0.44343993610984456,0.4039801442828812,0.12720503985069376,0.28122535779431734
C00000115,ASESOR COMERCIAL SENIOR,1,4,0.243740781455067,no,0.0,0.0,no,no,0.0129188179958827,si,0.0269909067964661,29,malo,bueno,0.430981595092024,36,U,Masculino,Otros,otros,1.0,bueno,58,NO,0.33370404815811705,0.5280555913877165,0.20852184190662715,0.5890360764728387,0.8755660185886052,0.2594059866997137,0.9110919222372404,0.047599569454724655,0.3735335496430646,0.2012139004914092,0.8169197735906446,0.02526578338542429,0.8635341462676612,0.8970437370597786,0.021725318732726207,0.3344813866910509,0.7370914317110404,0.4388103494177177,0.1280494915376229,0.3916037737391438,0.007118573793954752,0.6052045279816602,0.2159404705131236,0.6151746792036803,0.29557928392240196,0.7667911493803895,0.4760860883348853,0.4355938259702855,0.8543990100791319,0.41597643743049617
C00000116,ASESOR COMERCIAL JUNIOR 2,0,2,0.333612909591869,no,0.0,0.0,no,si,0.0451021507966137,si,0.0701457857085361,29,bueno,bueno,1.04239097749486,37,U,Masculino,Casado,Casado,1.36,bueno,58,NO,0.9840666829392776,0.7631707019355984,0.5068855688695656,0.4944689105647113,0.977952381503993,0.05271644751563864,0.016650787055165872,0.11077336932093629,0.4695814873322941,0.4361488163513615,0.7019953173529045,0.05358015165066887,0.8110109343626807,0.3740486106413853,0.8240122324467537,0.6987656643246521,0.8173922570283142,0.804033231574906,0.7320353301834331,0.024839264712525844,0.6335519461862923,0.018935620115442364,0.6615761839620722,0.5536097928676476,0.04572241274751576,0.2355856735031331,0.7679875303580529,0.8744194168659877,0.35144049874567296,0.5965329183871685
