nEntidades_competencia,nDesem_ult_semana,cero_cuotas,nPorcentaje_cero_cuotas_ope,nPorcentaje_sal_cero_cuo,Amonestacion,nAmonestacion_suspension,nvarsaldocapital,herencia,nporcentaje_Herencia,nOperaciones,nRatio_crec_deuda,Edad,nProductividad_dic,antiguedad,ingresoef,pregunta_1,pregunta_2,pregunta_3,pregunta_4,pregunta_5,pregunta_6,pregunta_7,pregunta_8,pregunta_9,pregunta_10,pregunta_11,pregunta_12,pregunta_13,pregunta_14,pregunta_15,pregunta_16,pregunta_17,pregunta_18,pregunta_19,pregunta_20,pregunta_21,pregunta_22,pregunta_23,pregunta_24,pregunta_25,pregunta_26,pregunta_27,pregunta_28,pregunta_29,pregunta_30,D__ASESOR COMERCIAL FUNCIONARIO,D__ASESOR COMERCIAL JUNIOR 1,D__ASESOR COMERCIAL JUNIOR 2,D__ASESOR COMERCIAL MASTER,D__ASESOR COMERCIAL SENIOR,D__Femenino,D__Masculino,D__Casado,D__Otros,D__Soltero,D__R,D__U,cluster
1,0.41120101503984297,1,0.0,0.0,0,0,-0.00208243678692752,1,0.17000412919431798,22,0.8807733071898891,30,1,63,0,0.7391992739917462,0.2959798559227883,0.2436232021259095,0.7674757678650868,0.9048338836306226,0.9865949845916684,0.5003736400244261,0.4636441984272837,0.8975363401306069,0.28561171815652875,0.53311255684843,0.7859753257814424,0.19497419629661228,0.8362987024726886,0.153668220803443,0.06577606806147285,0.3911939841819809,0.7134849224122333,0.2655396817971332,0.2424507328847553,0.2937689385094484,0.05218561190167837,0.6681448681350078,0.8610063009476363,0.8623340611932181,0.2658301230946224,0.890978259735955,0.5860616886813163,0.636256201929436,0.07431387105182508,0,0,1,0,0,0,1,0,0,1,1,0,0
0,0.28226189756042797,0,0.0,0.0,0,0,-0.0181215457599777,1,0.0431065847112074,23,6.2741715844577195,41,1,63,0,0.3449616449835501,0.3574675381860115,0.1845698646910089,0.5199822903990597,0.5715483973524929,0.3467841123032269,0.8348238865953412,0.7246109798918245,0.3533420321648948,0.08878170254000063,0.84875296103682,0.20585532187333144,0.5828686860680822,0.9543265690463706,0.07095811288759135,0.9523749391986348,0.8876439392230491,0.4329627878922205,0.9415061193006959,0.6870981773419529,0.04951473086164769,0.900029027655112,0.8650152653525073,0.37783469800062985,0.09557647128616298,0.20008598373532396,0.755562524127925,0.8102906532846268,0.05031524853257652,0.3969687462633049,0,0,0,0,1,1,0,0,0,1,0,1,-1
0,0.177197052401747,1,0.00227272727272727,0.0046611922404528,0,0,-0.0036372917849914702,1,0.0108236714647458,24,1.10173014859995,57,1,67,0,0.4096171536490689,0.5142710592258307,0.8739271817011203,0.0071235359936688844,0.459015256565999,0.6211343656307936,0.4669623806416266,0.9779038153998688,0.9847580918859368,0.4728441354337418,0.11351773722448423,0.2441420569146653,0.32413657995416056,0.5123040815387558,0.6906067601442104,0.03634379691173384,0.7173690304447274,0.726972092476361,0.09215031377530424,0.626627780447194,0.19794723877844045,0.9083245506707234,0.3828333230308103,0.1712769298353667,0.6499862857371911,0.8828040729002649,0.7096450768465489,0.4981555301389101,0.15119661392705475,0.3114710534455494,0,0,1,0,0,0,1,0,0,1,0,1,-1
2,0.36035777542486896,0,0.0,0.0,0,0,0.0192015733268623,1,0.0371482263378605,23,0.942614725375424,28,1,62,0,0.5322992107486355,0.6014179885929017,0.2136027028892955,0.051893662857795175,0.6913527806971393,0.6754279455368699,0.6467259507389819,0.004789271332530598,0.6054938045481839,0.4972060589642586,0.7207175268061865,0.18943110573346852,0.5372714427808285,0.8887134404580448,0.20727299226602847,0.7389367073553704,0.3859226137317078,0.08483323322754077,0.0846004979396735,0.34049821839224914,0.4515274808810124,0.1667572751770927,0.6184249241148528,0.3183036951885364,0.9500103935302936,0.3339556663161569,0.7361106161065764,0.20777803063441047,0.0049828235990064815,0.8413821015920689,0,0,0,0,1,0,1,0,0,1,1,0,0
6,0.339731624785688,1,0.0240595287308805,0.041398626033772,1,1,0.014871787509812,1,0.0376026647821975,30,0.904260602184225,35,1,61,0,0.7450183252573932,0.9572620752678264,0.9787311848952976,0.3410807833109564,0.7212131084527044,0.3241037558501469,0.4696032115766121,0.8153894907716299,0.8615900942193649,0.19831587615186247,0.3323047377356375,0.8744481266266859,0.10613982139239396,0.3541774866100553,0.4993048297370206,0.7561348303705648,0.02938848342214795,0.15181929742680764,0.3900861674319194,0.3302712011464181,0.6851759637635115,0.7848319034161886,0.01080892220992702,0.3940645793732195,0.8608232507695907,0.3899896301464705,0.09841423748975286,0.9078748864585664,0.02534562159705389,0.7608216331800911,0,0,0,1,0,0,1,1,0,0,0,1,0
1,0.204242551817207,1,0.0,0.0,0,0,0.0057096785662102,1,0.0270553291535763,23,0.732097280377728,32,1,46,0,0.15326087095225127,0.2402466264821903,0.2853350977325957,0.34326420823291715,0.11612136503014905,0.7429599471029628,0.3572485704784677,0.6012894958085783,0.5492382652056962,0.05593342591200956,0.1946186660550933,0.1606430958690177,0.2077634886746923,0.28016302161773604,0.8143063852076952,0.19853616602809102,0.4040954904906829,0.2493241013064289,0.8069850237571423,0.6226252136875827,0.9245912247473668,0.4622169102254429,0.0271417832982711,0.18511956963366735,0.6349615574833982,0.652526821726569,0.7473951497059063,0.9169440289811004,0.027928998458567892,0.057509768040229885,0,0,0,0,1,1,0,0,0,1,0,1,0
0,0.34139537525190994,1,0.0037175234936429,0.000496945847882024,0,0,0.00563328471700194,1,0.133954552328157,26,0.9196933850126809,31,1,95,0,0.12903582756459464,0.6653583321109084,0.2228825497089354,0.10556789881146034,0.860525822628034,0.3032030699006033,0.7012687687960508,0.5034331445257618,0.9344743306870464,0.9905871512682836,0.7280193457273536,0.6426540722847043,0.5045337371118538,0.5181894741897498,0.7741179981323191,0.018514735396152227,0.6565379016958727,0.4184256672046585,0.3072669406854345,0.5896107989548627,0.7188701105802449,0.4396196314845793,0.8897108793892442,0.0967138521468316,0.19745718741340249,0.3854247564277296,0.9006060099157902,0.8494253353754907,0.3316305700802211,0.4313712208012199,0,0,0,0,1,1,0,0,0,1,0,1,0
0,0.250623730498293,0,0.0,0.0,0,0,-0.00449825593454306,1,0.0630659666523329,24,4.50601043834329,26,1,60,0,0.12389495172406252,0.5944264469317718,0.0012992252204340193,0.6633319013406723,0.7406098448418671,0.0914335221726712,0.7738265587994614,0.07558990899630336,0.9105092121296176,0.9266209245360892,0.2819429074168204,0.5988799609648983,0.07587068165248989,0.6200817966151462,0.038736229979531966,0.2295615345623663,0.08130028512267062,0.5053666217577829,0.4580510927102923,0.3774866421601917,0.1672237595231164,0.5343017895512376,0.28266129371346715,0.3921248059700646,0.30734933357252603,0.4797030679749802,0.7724499743313493,0.5058151281584156,0.5767337462636514,0.613031612299656,0,0,0,0,1,1,0,0,0,1,0,1,0
0,0.12226146637786,1,0.00169491525423729,0.00109968895180643,0,0,-0.0152614904860174,1,0.147663335610058,22,0.9071503665804191,35,1,60,0,0.8832880320054208,0.9197046010670468,0.456149318872678,0.5615942756059519,0.9532165203869181,0.5975669841454461,0.6826313071260084,0.97325127973771,0.0011963358939601765,0.5973844755674729,0.028361065147337605,0.5371594400212152,0.4870177300509129,0.5950600071844833,0.6019123603513494,0.6213847052469226,0.034074054769963724,0.6608179750729862,0.1479329942076124,0.5781832931388703,0.9972663068946874,0.0864831675718909,0.7295819922302748,0.4327728579855593,0.2273476979266765,0.7242675988864581,0.6893120893866591,0.5748961026795839,0.5163343567862283,0.4715369222003248,0,0,0,0,1,0,1,0,1,0,1,0,0
2,0.396418431236979,1,0.00410720912188375,0.00296489701899459,0,0,0.012550498898075002,1,0.00673704465672606,23,0.546271792050897,32,1,60,0,0.26935953709914506,0.10267741921158202,0.7465567707430957,0.2345202074945085,0.8026238196076019,0.5276341783046796,0.1776148554117437,0.054972722263123115,0.4570655176167119,0.5570882578374339,0.3660241213140413,0.6603308898451957,0.5437023832738335,0.9863415780678878,0.27125379499761404,0.7568067481097144,0.8194202130593418,0.9867752076304992,0.6178175718661402,0.061175194870334175,0.5442229369296995,0.4455703470286271,0.6026826157956078,0.293253993453231,0.10081183166184747,0.4790213595752665,0.1422808245958388,0.8291776139880025,0.9146798291660592,0.19989253697650256,0,0,0,0,1,1,0,0,0,1,1,0,0
2,0.279733326017175,0,0.0,0.0,1,1,0.0129544038724547,1,0.0126742708326346,31,0.8951454554281869,32,1,60,0,0.6493705365201116,0.2611259923613072,0.6359383756257779,0.36894357139118505,0.10797934272527564,0.5913669114784011,0.3212748087584584,0.9833643944482954,0.2698474092947948,0.1761336162237841,0.8189929136841603,0.051874279326722166,0.11325279644753715,0.2845194824424897,0.5959922310756518,0.05929874849788853,0.08280402781382024,0.4504383930054103,0.2403868171552184,0.9093896172611114,0.6097353970558099,0.6992046406417317,0.3764785497242993,0.17557041006180518,0.11760543249285582,0.2731214069879271,0.1841016603981748,0.28349020249266105,0.5527188078075134,0.20249661276586686,0,0,0,0,1,0,1,0,0,1,1,0,0
2,0.287071892018128,0,0.0,0.0,0,0,0.00484523318931927,1,0.410482568306714,24,0.847616411520272,36,1,59,0,0.668865346373116,0.6474910942709856,0.8902064942724468,0.6488227293189388,0.4849005818368951,0.5813025432041187,0.7226133544925093,0.2645937263939351,0.30010208867898336,0.9867824112234738,0.4853547806236236,0.2613109559289245,0.6504648232220475,0.6124207610156206,0.4572864388014781,0.40751565024880393,0.7921537343691766,0.139503787926607,0.2487662281203472,0.09320711660517757,0.446391072534486,0.9195859545582132,0.7148310310576808,0.546223986325555,0.1832075427378701,0.25980489725420497,0.4155139652294204,0.9286470841480668,0.6177590626344315,0.09508661974874001,0,0,0,0,1,0,1,0,0,1,0,1,0
0,0.254190032638237,0,0.0,0.0,0,0,0.0215838802781297,1,0.0122898282487236,27,1.01506370651879,29,1,60,0,0.7378418548025196,0.6371995111024389,0.16459530172596148,0.6249293841380932,0.8499616935981309,0.942338813009605,0.8598373073018961,0.02802042108280101,0.3622423359879521,0.8915119651809604,0.043261528025698937,0.7071379119775615,0.9091521477256802,0.8059546442948059,0.9733892478079488,0.7550472045687779,0.8483222713733861,0.6830044429549317,0.02542278238469531,0.9951487959191696,0.9466248856718236,0.19870568542969105,0.7266966782186814,0.7435588395142498,0.6094499899788602,0.2282851658890003,0.9382945702521176,0.6845385765393119,0.5106677092859397,0.4772486853665546,1,0,0,0,0,0,1,0,1,0,0,1,0
6,0.230681658288243,1,0.0,0.0,0,0,0.0528602463568128,0,0.0,27,0.9095998435945291,52,1,59,0,0.953708964798364,0.39493330292686535,0.7658255403874193,0.9659893320638936,0.5359618554401903,0.9701850597911108,0.20707359461628785,0.2927455118824531,0.020327082210118697,0.1403393491371403,0.7875433269116258,0.8832509800273954,0.7308828603217604,0.13491918451403007,0.9018414792440564,0.4523045601656588,0.3114600161186655,0.09983915074085836,0.8262656363828939,0.9791478708838752,0.7391878356300314,0.7291616552932498,0.2883479662422982,0.17497517836041576,0.7420541078338553,0.9772034447311556,0.31091716816731696,0.666879662347885,0.7514391173588274,0.23296579622923064,0,0,1,0,0,0,1,0,0,1,1,0,-1
6,0.249078015978948,1,0.0102500677690431,0.00304830305444916,0,0,-0.0037847413777250204,0,0.0,27,0.9195480705326671,35,1,59,0,0.3264354525060068,0.2776326262329061,0.7133715830126875,0.995090267822773,0.10795847841718977,0.4734040813944478,0.7162642783124294,0.13937571788964676,0.17279081581224787,0.7919469166805895,0.26469921542247565,0.7225988757755574,0.537540426576196,0.5523358474903504,0.2632857009918241,0.579653811300724,0.7237632659158855,0.0018204282154452574,0.6935842896722166,0.7223393010011655,0.512784451507204,0.9700635512840292,0.10336317426688436,0.3677837810522171,0.08390788915199676,0.9326247119958088,0.6253243145938314,0.240610897872387,0.3046522612418837,0.5048237567840352,0,0,0,1,0,0,1,0,0,1,1,0,0
3,0.20714706610678896,1,0.0110751052184394,0.0034647616486914302,0,1,-0.0116126012249895,1,0.225426923992364,25,1.6710944382475599,28,1,59,0,0.6374672790515057,0.6904005625128047,0.5762013508858276,0.8035338847628912,0.3232804334305266,0.3151207761768511,0.4449696263962478,0.6055489815558547,0.6590233902358149,0.3210674062601031,0.9036915249739892,0.9932722753181,0.3888706984623284,0.3982232251990826,0.09224294603092298,0.6792164741020449,0.9203474591340824,0.8803992871894541,0.8790229113830909,0.992388423023975,0.5599428581412027,0.7319180341000092,0.7443575159097153,0.6569741148075997,0.13313922766854147,0.9008351918481746,0.5415007400611848,0.5641162888182154,0.3600376641376406,0.17062726077268342,0,0,1,0,0,0,1,0,0,1,0,1,0
3,0.37681721096871995,1,0.00336715605691287,0.000314239860654082,0,1,-0.0181199324065314,1,0.288706746017646,25,1.9478696298392701,34,1,22,0,0.5703204731558283,0.2862568366227213,0.7533006919357991,0.17511517391897036,0.9553871675540152,0.5030174065693742,0.38530360888798604,0.5556544402810827,0.26561408924854724,0.5392561208532244,0.2211186178262834,0.6872421699629766,0.6253838319680673,0.6415748600584696,0.7924171337996411,0.8099138280560686,0.05540072556999287,0.9685967437254012,0.024070586159566587,0.8162130657270182,0.8455692913953955,0.5004605474726159,0.9087581290961536,0.4868224787982482,0.3105845976333438,0.3816996550018152,0.44343993610984456,0.4039801442828812,0.12720503985069376,0.2812253577943173,0,0,1,0,0,0,1,0,0,1,0,1,0
4,0.24374078145506697,0,0.0,0.0,0,0,0.0129188179958827,1,0.0269909067964661,29,0.430981595092024,36,1,58,0,0.33370404815811705,0.5280555913877165,0.20852184190662715,0.5890360764728387,0.8755660185886052,0.2594059866997137,0.9110919222372404,0.047599569454724655,0.3735335496430646,0.2012139004914092,0.8169197735906446,0.02526578338542429,0.8635341462676612,0.8970437370597786,0.02172531873272621,0.3344813866910509,0.7370914317110404,0.4388103494177177,0.1280494915376229,0.3916037737391438,0.007118573793954751,0.6052045279816602,0.2159404705131236,0.6151746792036803,0.295579283922402,0.7667911493803895,0.4760860883348853,0.4355938259702855,0.8543990100791319,0.41597643743049617,0,0,0,0,1,0,1,0,1,0,0,1,0
2,0.33361290959186896,0,0.0,0.0,0,1,0.0451021507966137,1,0.0701457857085361,29,1.04239097749486,37,1,58,0,0.9840666829392776,0.7631707019355984,0.5068855688695656,0.4944689105647113,0.977952381503993,0.052716447515638636,0.016650787055165872,0.11077336932093627,0.4695814873322941,0.4361488163513615,0.7019953173529045,0.053580151650668865,0.8110109343626807,0.3740486106413853,0.8240122324467537,0.6987656643246521,0.8173922570283142,0.8040332315749058,0.7320353301834331,0.024839264712525844,0.6335519461862923,0.018935620115442364,0.6615761839620722,0.5536097928676476,0.04572241274751576,0.2355856735031331,0.7679875303580529,0.8744194168659877,0.35144049874567296,0.5965329183871685,0,0,1,0,0,0,1,1,0,0,0,1,0
3,0.42647929745938895,1,0.0,0.0,0,1,-0.00492442755158594,1,0.166237220610359,29,1.20562191804312,33,1,57,0,0.6259220166669371,0.8894376758884105,0.2550966195521349,0.4830197885864385,0.910742898631856,0.6420919746735212,0.058772070990743226,0.40266003506887416,0.9152280030207848,0.7009682620203165,0.6199993489038284,0.10583879247227146,0.4933072745450257,0.4966596076259572,0.9278771836268364,0.20140393125316916,0.7560397098373131,0.4945760009341033,0.36008058573554946,0.5983053467706289,0.8146485097112957,0.9645638923508134,0.7214769742691769,0.047292281554360605,0.23698848441611764,0.7516608775541652,0.6263787053400655,0.22525276618778126,0.8054683363083667,0.4977785649143456,0,0,0,0,1,1,0,0,0,1,0,1,0
1,0.226355773842833,1,0.0,0.0,0,0,0.0058183911268899,1,0.0978695891975608,18,0.905775921086812,36,1,57,0,0.16847252110661648,0.4933981166579083,0.4335611103136952,0.15313589698856198,0.4985206345433537,0.5678257659837916,0.3508790187050631,0.5601038141894427,0.2924187868484063,0.4211564677509568,0.09264867070508044,0.057349332106198976,0.4963599605708361,0.632565011935576,0.12325917845131705,0.4932350311281552,0.7042217159671998,0.11865241741125987,0.1624218125477902,0.2120597181305791,0.937602494523201,0.34299357544023323,0.8881920043498325,0.7062958472679242,0.8500202947493011,0.01849095266619205,0.3738128838735585,0.7328841255819256,0.8902917092883237,0.9267276162854374,0,0,0,0,1,0,1,0,0,1,0,1,0
2,0.20992128583660896,0,0.0,0.0,1,1,0.0102460828564031,1,0.0500715448729625,23,0.9601725162110591,30,1,56,0,0.055249740941012086,0.20734382591208025,0.5215407422861461,0.21238638281612646,0.9729016009508776,0.8543383963690032,0.532756916501531,0.4832891644126621,0.4748003070754626,0.4581625263252631,0.4692614359406823,0.6746513840055808,0.020823144833874933,0.8357595486337609,0.967623829045786,0.8450376282519477,0.5432450059534808,0.5096473239686891,0.0025040775101999872,0.2945097872383379,0.7119840294733735,0.5642018511074361,0.8273736585818972,0.8426876399722918,0.9260088790817186,0.8119191559787133,0.21536532938507533,0.5879952152978535,0.4729697517009112,0.11381997343199456,0,0,1,0,0,0,1,0,0,1,0,1,0
2,0.341109056758819,1,0.00621700472353432,0.00262063962462145,0,0,0.00321991797166047,1,0.0428551891860151,25,1.2740430517288102,41,1,56,0,0.5841702634409939,0.7850133952774775,0.9266833048366564,0.22655869093703296,0.9491297036665268,0.004481354984801844,0.8134891140006697,0.4505400704383473,0.6163217374444225,0.3261654644366708,0.4574805098055461,0.9986250810420626,0.8548911503812088,0.02055391902303927,0.7063081005986502,0.022647215359519857,0.2471990977504441,0.016852941796103416,0.2281067036817647,0.3889065503526359,0.3052615492045406,0.20192617643706526,0.32917412289234904,0.660021342398339,0.03372670405018363,0.2691945971643141,0.6120297453245995,0.3145232314935348,0.2202762649223352,0.5918705719576011,0,0,0,0,1,0,1,0,1,0,1,0,0
1,0.607027058633179,1,0.0123559305144983,0.0029981968727008897,0,0,-0.00792382191596008,1,0.0476944100530046,28,0.8990784449533928,34,1,38,0,0.8757725589949771,0.7027692545723189,0.3668595803680703,0.5799259152633539,0.0960227158035546,0.444395326131288,0.06896335251262753,0.5271331519430094,0.19147906300710915,0.4941660960194065,0.12187247525619972,0.1994786387370732,0.3855082793177757,0.8859126062635323,0.5760949816504136,0.9252050349621388,0.5298527845761681,0.854527062291902,0.7371336347098258,0.5143167360614891,0.5908033328685772,0.5455605455768188,0.8260987720597189,0.18465152595101544,0.02515130546008648,0.44180388363032863,0.9074286616578506,0.6099332457192085,0.8315490838754712,0.9380331370979984,0,0,0,0,1,0,1,1,0,0,0,1,0
2,0.286110745136193,1,0.00636968516715352,0.0160733524800914,0,1,-0.00295857311912062,1,0.0562900389492965,15,0.0,50,1,180,0,0.844380041641323,0.4271308342164283,0.3832530221948552,0.6870384653416508,0.43391954263118426,0.3935856273821233,0.2831567546390139,0.5646994929292394,0.7413288229000544,0.17283478921764306,0.14268523004487574,0.9791641928238796,0.7462826521105536,0.1724628897153413,0.6545377611139169,0.2508684213323149,0.8327291449593781,0.6063587462910783,0.7660098922039291,0.8133960475781845,0.7996119453466528,0.9161186923771366,0.030442033269895807,0.6609846139835404,0.26855364148588723,0.9780657175403176,0.09830034663316434,0.5189720514831637,0.22311477663084225,0.29471323517782205,0,0,1,0,0,0,1,1,0,0,0,1,-1
6,0.20691823899371103,1,0.007274467575975109,0.00921840299333492,0,1,0.015224438784748998,0,0.0,24,1.1053359217533898,31,1,54,0,0.6982067885825934,0.5030274409343218,0.062064289850319636,0.7291725092673781,0.016000392285918208,0.2724647675584203,0.3542411238511127,0.009013555798492834,0.12767727714892174,0.0500501207295182,0.2881762233083328,0.9304574169277164,0.6346913982295201,0.6879482995039892,0.2022802459244054,0.5006664431227681,0.8599633187695553,0.5886523706941528,0.5590903660413122,0.5861112098954319,0.6002947775426885,0.3063170520853946,0.2986361624230277,0.5187315520704469,0.5800985475319995,0.8623660240042313,0.4488601866837909,0.7596900876623007,0.9479939916749428,0.2733227859827165,0,0,1,0,0,0,1,0,1,0,1,0,0
6,0.182422891118543,1,0.0105274822695035,0.00750927467945832,0,0,-0.0255769485887388,1,0.200081467092278,21,3.7077037331259706,33,1,54,0,0.7678000804039162,0.6034631351399073,0.08005824581301835,0.7311284493603931,0.7145744562244629,0.9770645608880753,0.5018418128499246,0.39780024815734616,0.6046993446549832,0.013302063418966337,0.31461484951667595,0.5406865771870144,0.8870205155735229,0.9005713944147908,0.1839481036238514,0.6490878950715442,0.7471548300670481,0.9322599104251814,0.6234597331877063,0.8177539162021813,0.6707065712897333,0.7158932753069858,0.3673445736308705,0.146836724314249,0.18507960301434445,0.3709690784812016,0.9281801675882266,0.997895670379316,0.6636038088242061,0.3809779933689295,0,0,1,0,0,1,0,0,0,1,1,0,0
0,0.378850387684474,0,0.0,0.0,0,0,0.0802289730671144,1,0.197408601860287,30,0.999544112246662,29,1,59,0,0.2700906920435072,0.19249603452852027,0.1923297367164286,0.9676937508798428,0.6545073338044339,0.8689306565102273,0.8810378430252538,0.4683512084553575,0.6040991892924081,0.2338826860911336,0.3165277945643562,0.17145312472750307,0.3782792487918174,0.5688142933664135,0.5325574008995011,0.8996650908138297,0.8718176663367297,0.06185909532440492,0.5330108265174784,0.9347009474251842,0.2679985341924914,0.7482078874421906,0.8870606693296655,0.7673303994506577,0.9276081082631218,0.831875131995523,0.6588887512561383,0.6600053115899148,0.7955442509511272,0.3934186028710213,0,0,0,0,1,1,0,0,0,1,0,1,0
0,0.267328318021424,1,0.0047170860868210795,0.00172821369002594,0,0,0.0573662396244074,1,0.057030949918738,23,40.3686854555616,32,1,54,0,0.14162254253653114,0.3810618089308998,0.9781982426740784,0.8829607236824057,0.4041431701552848,0.8133800920037618,0.22818053559160845,0.16839298003419198,0.7220850595986575,0.18712246985845996,0.284302081072509,0.20334463525217816,0.3663097587581613,0.28751702492647824,0.08471286647004783,0.217195032269052,0.18949468862578134,0.99910518153009,0.9936494244906126,0.9049926744012432,0.13242974617921022,0.7148928116768084,0.2997592362373036,0.1814155285695972,0.08128974518054477,0.8886097797630604,0.3687245071669743,0.16075686275252232,0.7678891512889892,0.11794971060670477,0,0,0,0,1,1,0,0,0,1,0,1,-1
0,0.39063797494048796,1,0.0,0.0,0,0,0.0125921830843067,1,0.00641456256270575,25,0.9666965664738258,32,1,64,0,0.2414548308892809,0.6003518991665893,0.4786446476803729,0.4097453285471758,0.9559733077475476,0.6577868905944433,0.3790426950097975,0.13058603791141474,0.2323208221690897,0.6637180922758106,0.31649328428839896,0.18989977329528893,0.6691055631122659,0.06983543356633515,0.38517756239336265,0.6000265181388519,0.6828748275004287,0.19213041978482848,0.5363007761347042,0.013353439047302572,0.21357599437638647,0.5462157581438202,0.22704254831378146,0.697764563900639,0.8711096062095126,0.23427693403285446,0.6887072942085984,0.8277782690305332,0.8036420322408994,0.8271404483979682,0,0,0,0,1,1,0,0,0,1,0,1,0
3,0.287020688040612,1,0.0199049316696376,0.0380683296448692,0,1,-0.0155624295092105,1,0.00332653950920237,26,0.999704964529147,40,1,53,0,0.8203156027171302,0.989678638500853,0.8580439838375344,0.4741316906287522,0.6616380412764319,0.41697053808954654,0.8846342792156898,0.25158135907846524,0.4228707371094428,0.4555464572147813,0.3032683053356824,0.4085899736778688,0.5476032927861808,0.7149465825237746,0.7701800652093713,0.45425560810249394,0.143214358141994,0.2502867509571941,0.3813937100440524,0.7027868132824576,0.9650951946452044,0.3951509180254695,0.1298539184924582,0.4681668416621792,0.3993411088989757,0.039846220868657516,0.4088703370702633,0.4661450900131662,0.9283883966572424,0.2032142487689459,0,0,0,0,1,0,1,0,0,1,0,1,0
0,0.251898577612863,1,0.0351727182430195,0.019975797862560003,0,0,0.0355788891151381,1,0.0190636478731829,27,0.8264157855211779,59,1,128,0,0.2264051983532869,0.9379860609364836,0.7870818024443819,0.892403868894597,0.9385143229004986,0.8685572744993392,0.9643251759759,0.7309481677236751,0.6856100850988344,0.6628692458308101,0.3103837198160784,0.2431108553426301,0.7685403836221489,0.6155300170498166,0.12828034618761686,0.3715520457222241,0.7032817777255532,0.38483514519425305,0.29786100044343244,0.5361905730169767,0.3285021417928672,0.9449024163410896,0.5740865381991959,0.6415561718875447,0.6395969925034891,0.6115211467119748,0.15169234985558544,0.3253537970340822,0.7967670842754621,0.9160323399402809,0,0,0,0,1,0,1,1,0,0,1,0,-1
4,0.24834270425682395,1,0.0,0.0,0,0,0.00992138895379754,1,0.11098242541049902,26,0.8025196702744221,39,1,49,0,0.4794444288558292,0.5979939677788313,0.1620090503313325,0.3007045900447475,0.15719222917601927,0.748419182723481,0.976546652769355,0.454297151257316,0.74345873916041,0.36364930132095175,0.18689935212380196,0.9601907393360536,0.14002601856280805,0.6168027598881269,0.25588296931236465,0.02089021812352909,0.8949324727201186,0.7143161971659407,0.5781719795844135,0.8309975994449578,0.0007916219648751444,0.2720038501224301,0.1026858493376066,0.30519790500157484,0.5103171685896191,0.39493169139359496,0.09147583309037256,0.0776214714014577,0.092523848517431,0.16113932357529548,0,0,0,0,1,0,1,0,0,1,0,1,0
0,0.239990909891029,0,0.0,0.0,0,0,0.0108740552752004,1,0.141347147249135,23,1.13049920250195,44,1,94,0,0.4757595748465823,0.8117418107451083,0.9652195632831614,0.1816435361355363,0.6946274720041866,0.9509940546752584,0.29174337582744736,0.7583798963275591,0.4573828478179081,0.6108910892922614,0.5960810240639772,0.26039569759841985,0.9761286672080786,0.5621243814889451,0.21488358959492426,0.2872355123032469,0.93577658052467,0.361460406760715,0.022445032415750243,0.018975585812214483,0.8991707593695006,0.7387313437978366,0.06935775120481602,0.655285315536031,0.15904465394478418,0.5684367322630408,0.963125838924097,0.7773810081955006,0.1856188964011638,0.6350389904022695,0,0,0,0,1,0,1,0,0,1,0,1,0
2,0.328208727383268,0,0.0,0.0,0,0,0.000200189999351691,1,0.009619303968184391,24,3.3668905827249103,34,1,81,0,0.03954438134520588,0.04216638333171197,0.07030026154613855,0.5394046026941341,0.8516237120198562,0.5955702661817619,0.5394462941295388,0.6506150821896646,0.4517643591120374,0.6908972870994363,0.5497355686475447,0.0017362562206579837,0.7260121603584693,0.7824844485131013,0.1771840855657676,0.5364607273480442,0.6310165814896012,0.3146750316585567,0.3531106782655096,0.8321313363142007,0.9587586832342646,0.9071002668571976,0.8042705927491405,0.4266920878215579,0.2227133997962446,0.15446754269979002,0.6517434223056903,0.19727790731651476,0.8636347310534027,0.2273819252196495,0,0,0,0,1,0,1,0,0,1,0,1,0
0,0.389995331770019,1,0.0,0.0,0,0,-0.0304848616281355,1,0.0535562228779067,28,1.0044511630816,45,1,91,0,0.048427733471371866,0.3175513001408844,0.8519314582474098,0.29082997106486475,0.6975879728433446,0.6981150617601181,0.6279140144899074,0.2317087289404169,0.6340040872312154,0.14319200717082936,0.6674934124179578,0.9421709392491332,0.04056516712523117,0.6852246456779241,0.3829102422459492,0.3030808951160918,0.15665819227018266,0.015912932418769676,0.6538104785264539,0.5537256371840731,0.8312978280921949,0.035086434983834236,0.3280724754098681,0.09439637210920993,0.9131107543407676,0.5994020637975868,0.4824192403331695,0.4330270546821828,0.11007428156648637,0.7690559539763481,0,0,0,1,0,1,0,0,0,1,0,1,-1
2,0.296640917704833,1,0.0038022813688212897,0.0006846297141789,0,1,0.0018518157249824,1,0.275546048544662,30,0.0,32,1,17,0,0.3598808681025242,0.5998118236424996,0.8099495143446617,0.7582663081554966,0.09119262713988274,0.3503321293775614,0.5118845886335536,0.8621107110301355,0.6844509287192619,0.19050412385210191,0.23546097639941066,0.4911715497536824,0.6271193669281466,0.6373008657082541,0.7329695268764349,0.43826234222459937,0.07334711472838518,0.8150285608173218,0.2819768401368717,0.7231122505212298,0.5840012626886388,0.4795894960744771,0.16083411206677756,0.2843013187842992,0.3635005440197671,0.8879413769345325,0.7515130155492867,0.8089177450867062,0.8102054942069651,0.2303650737215054,0,0,1,0,0,0,1,1,0,0,1,0,0
